Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/1_profile""))",Chrome 121.0.0.0,,,12-02-2024 09:29:06,12-02-2024 09:29:11,4.550s,PASSED
"click(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/2_create_new_account""))",Chrome 121.0.0.0,,,12-02-2024 09:29:11,12-02-2024 09:29:12,0.804s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/3_username""), username)",Chrome 121.0.0.0,,,12-02-2024 09:29:12,12-02-2024 09:29:16,4.777s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/4_email""), email)",Chrome 121.0.0.0,,,12-02-2024 09:29:16,12-02-2024 09:29:18,1.344s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/5_password""), password)",Chrome 121.0.0.0,,,12-02-2024 09:29:18,12-02-2024 09:29:19,1.452s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/6_confirm_password""), confirm_password)",Chrome 121.0.0.0,,,12-02-2024 09:29:19,12-02-2024 09:29:22,2.979s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/7_first_name""), first_name)",Chrome 121.0.0.0,,,12-02-2024 09:29:22,12-02-2024 09:29:24,1.680s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/8_last_name""), last_name)",Chrome 121.0.0.0,,,12-02-2024 09:29:24,12-02-2024 09:29:25,1.576s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/9_phone""), phone)",Chrome 121.0.0.0,,,12-02-2024 09:29:25,12-02-2024 09:29:27,1.987s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/10_country""), country, true)",Chrome 121.0.0.0,,,12-02-2024 09:29:27,12-02-2024 09:29:39,12.073s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/11_city""), city)",Chrome 121.0.0.0,,,12-02-2024 09:29:39,12-02-2024 09:29:40,1.077s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/12_address""), address)",Chrome 121.0.0.0,,,12-02-2024 09:29:40,12-02-2024 09:29:42,1.249s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/13_state""), state)",Chrome 121.0.0.0,,,12-02-2024 09:29:42,12-02-2024 09:29:43,1.559s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/14_poscal_code""), poscal_code)",Chrome 121.0.0.0,,,12-02-2024 09:29:43,12-02-2024 09:29:45,1.509s,PASSED
"click(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/15_check_exclusive_offers""))",Chrome 121.0.0.0,,,12-02-2024 09:29:45,12-02-2024 09:29:46,0.850s,PASSED
"click(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/16_Register""))",Chrome 121.0.0.0,,,12-02-2024 09:29:46,12-02-2024 09:29:46,0.697s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 09:29:49,12-02-2024 09:29:49,0.003s,PASSED
,,,,,,,
Test Cases/6_user/1_registrasi,Chrome 121.0.0.0,,,12-02-2024 09:29:49,12-02-2024 09:30:44,54.770s,PASSED
ruslan.initial.openBrowser(),Chrome 121.0.0.0,,,12-02-2024 09:29:49,12-02-2024 09:29:59,10.179s,PASSED
"click(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/1_profile""))",Chrome 121.0.0.0,,,12-02-2024 09:29:59,12-02-2024 09:30:06,6.260s,PASSED
"click(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/2_create_new_account""))",Chrome 121.0.0.0,,,12-02-2024 09:30:06,12-02-2024 09:30:06,0.769s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/3_username""), username)",Chrome 121.0.0.0,,,12-02-2024 09:30:06,12-02-2024 09:30:12,5.611s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/4_email""), email)",Chrome 121.0.0.0,,,12-02-2024 09:30:12,12-02-2024 09:30:14,1.665s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/5_password""), password)",Chrome 121.0.0.0,,,12-02-2024 09:30:14,12-02-2024 09:30:15,1.459s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/6_confirm_password""), confirm_password)",Chrome 121.0.0.0,,,12-02-2024 09:30:15,12-02-2024 09:30:17,1.725s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/7_first_name""), first_name)",Chrome 121.0.0.0,,,12-02-2024 09:30:17,12-02-2024 09:30:18,1.407s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/8_last_name""), last_name)",Chrome 121.0.0.0,,,12-02-2024 09:30:18,12-02-2024 09:30:20,2.123s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/9_phone""), phone)",Chrome 121.0.0.0,,,12-02-2024 09:30:20,12-02-2024 09:30:22,1.945s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/10_country""), country, true)",Chrome 121.0.0.0,,,12-02-2024 09:30:22,12-02-2024 09:30:34,11.178s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/11_city""), city)",Chrome 121.0.0.0,,,12-02-2024 09:30:34,12-02-2024 09:30:35,1.545s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/12_address""), address)",Chrome 121.0.0.0,,,12-02-2024 09:30:35,12-02-2024 09:30:37,1.931s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/13_state""), state)",Chrome 121.0.0.0,,,12-02-2024 09:30:37,12-02-2024 09:30:39,1.878s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/14_poscal_code""), poscal_code)",Chrome 121.0.0.0,,,12-02-2024 09:30:39,12-02-2024 09:30:40,1.329s,PASSED
"click(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/15_check_exclusive_offers""))",Chrome 121.0.0.0,,,12-02-2024 09:30:40,12-02-2024 09:30:41,0.840s,PASSED
"click(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/16_Register""))",Chrome 121.0.0.0,,,12-02-2024 09:30:41,12-02-2024 09:30:42,0.654s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 09:30:44,12-02-2024 09:30:44,0.000s,PASSED
,,,,,,,
Test Cases/6_user/1_registrasi,Chrome 121.0.0.0,,,12-02-2024 09:30:44,12-02-2024 09:31:38,53.899s,PASSED
ruslan.initial.openBrowser(),Chrome 121.0.0.0,,,12-02-2024 09:30:44,12-02-2024 09:30:57,12.790s,PASSED
"click(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/1_profile""))",Chrome 121.0.0.0,,,12-02-2024 09:30:57,12-02-2024 09:31:02,4.576s,PASSED
"click(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/2_create_new_account""))",Chrome 121.0.0.0,,,12-02-2024 09:31:02,12-02-2024 09:31:03,0.768s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/3_username""), username)",Chrome 121.0.0.0,,,12-02-2024 09:31:03,12-02-2024 09:31:07,4.199s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/4_email""), email)",Chrome 121.0.0.0,,,12-02-2024 09:31:07,12-02-2024 09:31:08,1.568s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/5_password""), password)",Chrome 121.0.0.0,,,12-02-2024 09:31:08,12-02-2024 09:31:10,2.109s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/6_confirm_password""), confirm_password)",Chrome 121.0.0.0,,,12-02-2024 09:31:10,12-02-2024 09:31:12,1.482s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/7_first_name""), first_name)",Chrome 121.0.0.0,,,12-02-2024 09:31:12,12-02-2024 09:31:14,2.020s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/8_last_name""), last_name)",Chrome 121.0.0.0,,,12-02-2024 09:31:14,12-02-2024 09:31:16,1.995s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/9_phone""), phone)",Chrome 121.0.0.0,,,12-02-2024 09:31:16,12-02-2024 09:31:18,1.779s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/10_country""), country, true)",Chrome 121.0.0.0,,,12-02-2024 09:31:18,12-02-2024 09:31:29,11.275s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/11_city""), city)",Chrome 121.0.0.0,,,12-02-2024 09:31:29,12-02-2024 09:31:30,1.154s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/12_address""), address)",Chrome 121.0.0.0,,,12-02-2024 09:31:30,12-02-2024 09:31:32,1.416s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/13_state""), state)",Chrome 121.0.0.0,,,12-02-2024 09:31:32,12-02-2024 09:31:33,1.517s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/14_poscal_code""), poscal_code)",Chrome 121.0.0.0,,,12-02-2024 09:31:33,12-02-2024 09:31:34,1.377s,PASSED
"click(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/15_check_exclusive_offers""))",Chrome 121.0.0.0,,,12-02-2024 09:31:34,12-02-2024 09:31:35,0.885s,PASSED
"click(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/16_Register""))",Chrome 121.0.0.0,,,12-02-2024 09:31:35,12-02-2024 09:31:36,0.699s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 09:31:38,12-02-2024 09:31:38,0.000s,PASSED
